Small Mol HMS LINCS ID	SM Name	Alternative Names	LINCS ID	PubChem CID	Datarecord ID	HMS Dataset ID	Salt ID	ChEMBL ID	ChEBI ID	InChi	InChi Key	SMILES	Molecular Mass	Molecular Formula
HMSL10188-101	BX795		LSM-1189	10077147	196	10188	101	None	None	InChI=1S/C23H26IN7O2S/c24-18-15-27-22(30-20(18)25-9-5-10-26-21(32)19-8-4-13-34-19)28-16-6-3-7-17(14-16)29-23(33)31-11-1-2-12-31/h3-4,6-8,13-15H,1-2,5,9-12H2,(H,26,32)(H,29,33)(H2,25,27,28,30)	VAVXGGRQQJZYBL-UHFFFAOYSA-N	IC1=C(NCCCNC(C2=CC=CS2)=O)N=C(NC3=CC=CC(NC(N4CCCC4)=O)=C3)N=C1	591.09	C23H26IN7O2S
HMSL10189-101	Bosutinib	SKI-606	LSM-1190	5328940	197	10189	101	None	None	InChI=1S/C26H29Cl2N5O3/c1-32-6-8-33(9-7-32)5-4-10-36-25-13-21-18(11-24(25)35-3)26(17(15-29)16-30-21)31-22-14-23(34-2)20(28)12-19(22)27/h11-14,16H,4-10H2,1-3H3,(H,30,31)	UBPYILGKFZZVDX-UHFFFAOYSA-N	CN1CCN(CCCOC2=C(OC)C=C3C(NC4=CC(OC)=C(Cl)C=C4Cl)=C(C#N)C=NC3=C2)CC1	529.16	C26H29Cl2N5O3
HMSL10190-101	PIK-93		LSM-1191	6852167	198	10190	101	None	None	InChI=1S/C14H16ClN3O4S2/c1-8-13(23-14(17-8)18-9(2)20)10-3-4-11(15)12(7-10)24(21,22)16-5-6-19/h3-4,7,16,19H,5-6H2,1-2H3,(H,17,18,20)	JFVNFXCESCXMBC-UHFFFAOYSA-N	CC(NC1=NC(C)=C(C2=CC(S(=O)(NCCO)=O)=C(Cl)C=C2)S1)=O	389.03	C14H16ClN3O4S2
HMSL10191-101	HMN-214		LSM-1192	54143018	199	10191	101	None	None	InChI=1S/C22H20N2O5S/c1-17(25)24(30(27,28)21-11-9-20(29-2)10-12-21)22-6-4-3-5-19(22)8-7-18-13-15-23(26)16-14-18/h3-16H,1-2H3	OCKHRKSTDPOHEN-UHFFFAOYSA-N	CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC	424.11	C22H20N2O5S
HMSL10192-101	KW2449	KW-2449	LSM-1193	None	200	10192	101	None	None	InChI=1S/C20H20N4O/c25-20(24-13-11-21-12-14-24)16-8-5-15(6-9-16)7-10-19-17-3-1-2-4-18(17)22-23-19/h1-10,21H,11-14H2,(H,22,23)/b10-7+	YYLKKYCXAOBSRM-JXMROGBWSA-N	O=C(N1CCNCC1)C(C=C2)=CC=C2/C=C/C3=NNC4=C3C=CC=C4	332.16	C20H20N4O
HMSL10193-101	Kin236	Tie2 kinase inhibitor;Kin236	LSM-1194	23625762	201	10193	101	None	None	InChI=1S/C26H21N3O2S/c1-31-22-8-5-19-15-21(4-3-20(19)16-22)25-24(17-11-13-27-14-12-17)28-26(29-25)18-6-9-23(10-7-18)32(2)30/h3-16H,1-2H3,(H,28,29)	SINQIEAULQKUPD-UHFFFAOYSA-N	O=S(C)C(C=C1)=CC=C1C2=NC(C3=CC4=CC=C(OC)C=C4C=C3)=C(C5=CC=NC=C5)N2	439.14	C26H21N3O2S
HMSL10194-106	XL-184	Cabozantinib;Cabozantinib S-malate;BMS-907351	LSM-1195	25102847	202	10194	106	None	None	InChI=1S/C28H24FN3O5.C4H6O5/c1-35-24-15-21-22(16-25(24)36-2)30-14-11-23(21)37-20-9-7-19(8-10-20)32-27(34)28(12-13-28)26(33)31-18-5-3-17(29)4-6-18;5-2(4(8)9)1-3(6)7/h3-11,14-16H,12-13H2,1-2H3,(H,31,33)(H,32,34);2,5H,1H2,(H,6,7)(H,8,9)/t;2-/m.0/s1	HFCFMRYTXDINDK-WNQIDUERSA-N	O=C([C@H](CC(O)=O)O)O.O=C(NC1=CC=C(C=C1)OC2=CC=NC3=CC(OC)=C(C=C23)OC)C4(CC4)C(NC5=CC=C(C=C5)F)=O	635.19	C32H30FN3O10
HMSL10195-101	KIN001-269		LSM-1196	11654378	203	10195	101	None	None	InChI=1S/C23H30N6O/c1-17-5-7-29(8-6-17)22-14-19(28-11-9-27(2)10-12-28)3-4-20(22)26-23(30)21-13-18(15-24)16-25-21/h3-4,13-14,16-17,25H,5-12H2,1-2H3,(H,26,30)	DXPSQKSTVIVZLV-UHFFFAOYSA-N	O=C(C1=CC(C#N)=CN1)NC2=CC=C(N3CCN(C)CC3)C=C2N4CCC(C)CC4	406.25	C23H30N6O
HMSL10196-101	KIN001-270		LSM-1197	None	204	10196	101	None	None	InChI=1S/C26H21N5O4S/c1-16-10-11-18(13-22(16)30-36(2,34)35)29-24-14-23(27-15-28-24)17-6-5-7-19(12-17)31-25(32)20-8-3-4-9-21(20)26(31)33/h3-15,30H,1-2H3,(H,27,28,29)	CKUFOBCNTCLXJP-UHFFFAOYSA-N	CS(=O)(NC1=CC(NC2=NC=NC(C3=CC=CC(N(C(C4=C5C=CC=C4)=O)C5=O)=C3)=C2)=CC=C1C)=O	499.13	C26H21N5O4S
HMSL10197-102	KIN001-260	Bayer IKKb inhibitor	LSM-1198	None	205	10197	102	None	None	InChI=1S/C21H24N4O2.ClH/c22-11-16-15(14-6-8-24-9-7-14)10-17(25-21(16)23)20-18(26)2-1-3-19(20)27-12-13-4-5-13;/h1-3,10,13-14,24,26H,4-9,12H2,(H2,23,25);1H	QVYAMWAKDKEKMM-UHFFFAOYSA-N	N#CC1=C(C2CCNCC2)C=C(C3=C(O)C=CC=C3OCC4CC4)N=C1N.[H]Cl	400.17	C21H25ClN4O2
HMSL10198-101	Vandetanib	ZD6474;Zactima;Caprelsa	LSM-1199	3081361	206	10198	101	None	None	InChI=1S/C22H24BrFN4O2/c1-28-7-5-14(6-8-28)12-30-21-11-19-16(10-20(21)29-2)22(26-13-25-19)27-18-4-3-15(23)9-17(18)24/h3-4,9-11,13-14H,5-8,12H2,1-2H3,(H,25,26,27)	UHTHHESEBZOYNR-UHFFFAOYSA-N	CN1CCC(COC2=CC3=NC=NC(NC4=CC=C(Br)C=C4F)=C3C=C2OC)CC1	474.11	C22H24BrFN4O2
HMSL10199-101	PF 573228		LSM-1200	11612883	207	10199	101	None	None	InChI=1S/C22H20F3N5O3S/c1-34(32,33)16-4-2-3-13(9-16)11-26-20-17(22(23,24)25)12-27-21(30-20)28-15-6-7-18-14(10-15)5-8-19(31)29-18/h2-4,6-7,9-10,12H,5,8,11H2,1H3,(H,29,31)(H2,26,27,28,30)	HESLKTSGTIBHJU-UHFFFAOYSA-N	O=C1NC2=C(C=C(NC3=NC=C(C(F)(F)F)C(NCC4=CC=CC(S(=O)(C)=O)=C4)=N3)C=C2)CC1	491.12	C22H20F3N5O3S
HMSL10200-101	NVP-BHG712	KIN001-265	LSM-1201	16747388	208	10200	101	None	None	InChI=1S/C26H20F3N7O/c1-15-8-9-16(25(37)32-19-7-3-6-18(12-19)26(27,28)29)11-21(15)33-23-20-14-31-36(2)24(20)35-22(34-23)17-5-4-10-30-13-17/h3-14H,1-2H3,(H,32,37)(H,33,34,35)	ZCCPLJOKGAACRT-UHFFFAOYSA-N	N1(C)C(=N2)C(C=N1)=C(N=C2C(=CN=C1)C=C1)NC1C=C(C=CC=1C)C(=O)NC1C=C(C=CC=1)C(F)(F)F	503.17	C26H20F3N7O
HMSL10201-101	CH5424802		LSM-1202	49806720	209	10201	101	None	None	InChI=1S/C30H34N4O2/c1-4-20-16-23-24(17-26(20)34-9-7-21(8-10-34)33-11-13-36-14-12-33)30(2,3)29-27(28(23)35)22-6-5-19(18-31)15-25(22)32-29/h5-6,15-17,21,32H,4,7-14H2,1-3H3	KDGFLJKFZUIJMX-UHFFFAOYSA-N	O=C1C2=C(NC3=C2C=CC(C#N)=C3)C(C)(C)C4=C1C=C(CC)C(N5CCC(N6CCOCC6)CC5)=C4	482.27	C30H34N4O2
HMSL10202-101	D 4476		LSM-1203	6419753	210	10202	101	None	None	InChI=1S/C23H18N4O3/c24-22(28)14-4-6-15(7-5-14)23-26-20(21(27-23)17-3-1-2-10-25-17)16-8-9-18-19(13-16)30-12-11-29-18/h1-10,13H,11-12H2,(H2,24,28)(H,26,27)	DPDZHVCKYBCJHW-UHFFFAOYSA-N	O=C(N)C1=CC=C(C2=NC(C3=CC=C(OCCO4)C4=C3)=C(C5=NC=CC=C5)N2)C=C1	398.14	C23H18N4O3
HMSL10203-101	A66		LSM-1204	42636535	211	10203	101	None	None	InChI=1S/C17H23N5O2S2/c1-9-12(10-8-25-14(20-10)17(2,3)4)26-15(19-9)21-16(24)22-7-5-6-11(22)13(18)23/h8,11H,5-7H2,1-4H3,(H2,18,23)(H,19,21,24)/t11-/m0/s1	HBPXWEPKNBHKAX-NSHDSACASA-N	O=C(N1[C@H]([C@](N)=O)CCC1)NC2=NC(C)=C(C3=CSC(C(C)(C)C)=N3)S2	393.13	C17H23N5O2S2
HMSL10204-101	CAL-101		LSM-1205	11625818	212	10204	101	None	None	InChI=1S/C22H18FN7O/c1-2-15(28-20-18-19(25-11-24-18)26-12-27-20)21-29-16-10-6-9-14(23)17(16)22(31)30(21)13-7-4-3-5-8-13/h3-12,15H,2H2,1H3,(H2,24,25,26,27,28)/t15-/m0/s1	IFSDAJWBUCMOAH-HNNXBMFYSA-N	O=C1N(C2=CC=CC=C2)C([C@@H](NC3=NC=NC4=C3N=CN4)CC)=NC5=C1C(F)=CC=C5	415.16	C22H18FN7O
HMSL10205-101	INK-128		LSM-1206	45375953	213	10205	101	None	None	InChI=1S/C15H15N7O/c1-7(2)22-14-11(13(16)18-6-19-14)12(21-22)8-3-4-10-9(5-8)20-15(17)23-10/h3-7H,1-2H3,(H2,17,20)(H2,16,18,19)	GYLDXIAOMVERTK-UHFFFAOYSA-N	NC1=C2C(N(C(C)C)N=C2C3=CC=C(OC(N)=N4)C4=C3)=NC=N1	309.13	C15H15N7O
HMSL10206-101	RAF 265		LSM-1207	11656518	214	10206	101	None	None	InChI=1S/C24H16F6N6O/c1-36-19-7-6-15(10-17(19)34-22(36)33-14-4-2-13(3-5-14)23(25,26)27)37-16-8-9-31-18(11-16)21-32-12-20(35-21)24(28,29)30/h2-12H,1H3,(H,32,35)(H,33,34)	YABJJWZLRMPFSI-UHFFFAOYSA-N	FC(C1=CC=C(NC2=NC3=CC(OC4=CC(C5=NC=C(C(F)(F)F)N5)=NC=C4)=CC=C3N2C)C=C1)(F)F	518.13	C24H16F6N6O
HMSL10207-101	NVP-TAE226	CHIR-265	LSM-1208	9934347	215	10207	101	None	None	InChI=1S/C23H25ClN6O3/c1-25-22(31)16-5-3-4-6-18(16)27-21-17(24)14-26-23(29-21)28-19-8-7-15(13-20(19)32-2)30-9-11-33-12-10-30/h3-8,13-14H,9-12H2,1-2H3,(H,25,31)(H2,26,27,28,29)	UYJNQQDJUOUFQJ-UHFFFAOYSA-N	O=C(NC)C1=CC=CC=C1NC2=NC(NC3=CC=C(N4CCOCC4)C=C3OC)=NC=C2Cl	468.17	C23H25ClN6O3
HMSL10208-101	JNK-IN-5A	TCS JNK 5a;KIN001-188	LSM-1209	766949	216	10208	101	None	None	InChI=1S/C20H16N2OS/c21-12-17-15-9-3-4-11-18(15)24-20(17)22-19(23)16-10-5-7-13-6-1-2-8-14(13)16/h1-2,5-8,10H,3-4,9,11H2,(H,22,23)	WQGDQGAFSDMBLA-UHFFFAOYSA-N	O=C(C1=C(C=CC=C2)C2=CC=C1)NC3=C(C#N)C4=C(S3)CCCC4	332.10	C20H16N2OS
HMSL10209-101	BMS-536924	KIN001-126	LSM-1210	None	217	10209	101	401930	None	InChI=1S/C25H26ClN5O3/c1-15-11-18(31-7-9-34-10-8-31)13-20-23(15)30-24(29-20)22-19(5-6-27-25(22)33)28-14-21(32)16-3-2-4-17(26)12-16/h2-6,11-13,21,32H,7-10,14H2,1H3,(H,29,30)(H2,27,28,33)/t21-/m1/s1	ZWVZORIKUNOTCS-OAQYLSRUSA-N	Clc1cccc(c1)[C@H](O)CNC=2/C=C\NC(=O)C=2c5nc3c(cc(cc3C)N4CCOCC4)n5	479.17	C25H26ClN5O3
HMSL10210-101	Go 6976		LSM-1211	3501	218	10210	101	302449	None	InChI=1S/C24H18N4O/c1-27-17-9-4-2-7-14(17)20-21-16(13-26-24(21)29)19-15-8-3-5-10-18(15)28(12-6-11-25)23(19)22(20)27/h2-5,7-10H,6,12-13H2,1H3,(H,26,29)	VWVYILCFSYNJHF-UHFFFAOYSA-N	O=C5c4c1c6c(n(c1c3c(c2ccccc2n3CCC#N)c4CN5)C)cccc6	378.15	C24H18N4O
HMSL10211-101	Go-6983		LSM-1212	3499	219	10211	101	261491	None	InChI=1S/C26H26N4O3/c1-29(2)11-6-12-30-15-20(18-13-16(33-3)9-10-22(18)30)24-23(25(31)28-26(24)32)19-14-27-21-8-5-4-7-17(19)21/h4-5,7-10,13-15,27H,6,11-12H2,1-3H3,(H,28,31,32)	LLJJDLHGZUOMQP-UHFFFAOYSA-N	O=C5C(\c2c1ccccc1nc2)=C(\c4c3cc(OC)ccc3n(c4)CCCN(C)C)C(=O)N5	442.20	C26H26N4O3
HMSL10212-101	KIN001-021	CGP082996;CINK4;ZINC01493715	LSM-1213	24825971	220	10212	101	1242367	None	InChI=1S/C27H32N6O/c1-2-28-25-17-26(29-21-8-11-23(34)12-9-21)32-27(31-25)30-22-10-13-24-20(16-22)14-15-33(24)18-19-6-4-3-5-7-19/h3-7,10,13-17,21,23,34H,2,8-9,11-12,18H2,1H3,(H3,28,29,30,31,32)/t21-,23+	YVXCDLCJCIDFHE-DKXQDJALSA-N	CCNc1cc(N[C@@H]2CC[C@H](O)CC2)nc(Nc3ccc4c(ccn4Cc5ccccc5)c3)n1	456.26	C27H32N6O
HMSL10213-101	KIN001-111	A770041	LSM-1214	9549184	221	10213	101	197603	None	InChI=1S/C34H39N9O3/c1-21(44)41-14-16-42(17-15-41)24-9-11-25(12-10-24)43-33-30(32(35)36-20-37-33)31(39-43)23-8-13-26(29(19-23)46-3)38-34(45)28-18-22-6-4-5-7-27(22)40(28)2/h4-8,13,18-20,24-25H,9-12,14-17H2,1-3H3,(H,38,45)(H2,35,36,37)/t24-,25-	ZMNWFTYYYCSSTF-SOAUALDESA-N	NC1=C2C(N([C@@H]6CC[C@@H](N7CCN(C(C)=O)CC7)CC6)N=C2C3=CC=C(NC(C4=CC(C=CC=C5)=C5N4C)=O)C(OC)=C3)=NC=N1	621.32	C34H39N9O3
HMSL10214-101	KIN001-123	WZ-1-84	LSM-1215	49821040	222	10214	101	None	None	InChI=1S/C23H28N8O2/c1-4-18(32)30(3)17-10-8-15(9-11-17)27-23-28-21-20(24-14-25-21)22(29-23)26-16-7-6-12-31(13-16)19(33)5-2/h5,8-11,14,16H,2,4,6-7,12-13H2,1,3H3,(H3,24,25,26,27,28,29)	OTPQDXLFXQGSHS-UHFFFAOYSA-N	[H]N(C1CN(C(C=C)=O)CCC1)C2=C3C(NC=N3)=NC(NC4=CC=C(N(C(CC)=O)C)C=C4)=N2	448.23	C23H28N8O2
HMSL10215-101	KIN001-135	GSK319347A;HMS3229F19;CAY10576;ZINC19795634;AKOS002364333;NCGC00242056-01;benzimidazole-thiophene carbonitrile;EC-000.2375	LSM-1216	11626927	223	10215	101	373751	None	InChI=1S/C22H19N3O5S2/c1-28-17-8-15-16(9-18(17)29-2)25(13-24-15)22-10-19(20(11-23)31-22)30-12-14-6-4-5-7-21(14)32(3,26)27/h4-10,13H,12H2,1-3H3	LDTAHRLHGHFHKP-UHFFFAOYSA-N	COC(C(OC)=C1)=CC2=C1N(C3=CC(OCC4=CC=CC=C4S(=O)(C)=O)=C(C#N)S3)C=N2	469.08	C22H19N3O5S2
HMSL10216-101	KN-93		LSM-1217	3837	224	10216	101	155333	None	InChI=1S/C26H29ClN2O4S/c1-28(17-5-6-21-9-11-23(27)12-10-21)20-22-7-3-4-8-26(22)29(18-19-30)34(31,32)25-15-13-24(33-2)14-16-25/h3-16,30H,17-20H2,1-2H3/b6-5+	LLLQTDSSHZREGW-AATRIKPKSA-N	Clc3ccc(/C=C/CN(Cc2ccccc2N(CCO)S(=O)(=O)c1ccc(OC)cc1)C)cc3	500.15	C26H29ClN2O4S
HMSL10217-101	S-Trityl-L-cysteine	NSC 83265	LSM-1218	76044	225	10217	101	392695	None	InChI=1S/C22H21NO2S/c23-20(21(24)25)16-26-22(17-10-4-1-5-11-17,18-12-6-2-7-13-18)19-14-8-3-9-15-19/h1-15,20H,16,23H2,(H,24,25)/t20-/m0/s1	DLMYFMLKORXJPO-FQEVSTJZSA-N	O=C(O)[C@@H](N)CSC(c1ccccc1)(c2ccccc2)c3ccccc3	363.13	C22H21NO2S
HMSL10218-101	SU6656		LSM-1219	5309	226	10218	101	605003	None	InChI=1S/C19H21N3O3S/c1-22(2)26(24,25)14-7-8-18-15(11-14)16(19(23)21-18)10-13-9-12-5-3-4-6-17(12)20-13/h7-11,20H,3-6H2,1-2H3,(H,21,23)	LOGJQOUIVKBFGH-UHFFFAOYSA-N	CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4	371.13	C19H21N3O3S
HMSL10219-101	UO-126		LSM-1220	5637	227	10219	101	34704	None	InChI=1S/C18H16N6S2/c19-9-11(17(23)25-15-7-3-1-5-13(15)21)12(10-20)18(24)26-16-8-4-2-6-14(16)22/h1-8H,21-24H2/b17-11+,18-12+	DVEXZJFMOKTQEZ-JYFOCSDGSA-N	N#C\C(=C(/Sc1ccccc1N)N)C(/C#N)=C(/Sc2ccccc2N)N	380.09	C18H16N6S2
HMSL10220-101	PKC412		LSM-1221	16760627	228	10220	101	338448	None	InChI=1S/C35H30N4O4/c1-35-32(42-3)25(37(2)34(41)19-11-5-4-6-12-19)17-26(43-35)38-23-15-9-7-13-20(23)28-29-22(18-36-33(29)40)27-21-14-8-10-16-24(21)39(35)31(27)30(28)38/h4-16,25-26,32H,17-18H2,1-3H3,(H,36,40)	BMGQWWVMWDBQGC-UHFFFAOYSA-N	CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC	570.23	C35H30N4O4
HMSL10221-101	GSK2334470		LSM-1222	46215815	229	10221	101	None	None	InChI=1S/C25H34N8O/c1-15-8-9-17(24(34)28-18-6-4-3-5-7-18)14-33(15)22-13-20(29-25(27-2)30-22)16-10-11-19-21(12-16)31-32-23(19)26/h10-13,15,17-18H,3-9,14H2,1-2H3,(H,28,34)(H3,26,31,32)(H,27,29,30)/t15-,17+/m1/s1	QLPHOXTXAKOFMU-WBVHZDCISA-N	O=[C@]([C@@H]1CN(C2=NC(NC)=NC(C3=CC4=C(C=C3)C(N)=NN4)=C2)[C@H](C)CC1)NC5CCCCC5	462.29	C25H34N8O
HMSL10222-101	PF-00299804	Dacomitinib	LSM-1223	None	230	10222	101	None	None	InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)/b6-5+	LVXJQMNHJWSHET-AATRIKPKSA-N	O=C(NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OC)/C=C/CN4CCCCC4	469.17	C24H25ClFN5O2
HMSL10223-101	AG1478	Tyrphostin	LSM-1224	2051	231	10223	101	None	None	InChI=1S/C16H14ClN3O2/c1-21-14-7-12-13(8-15(14)22-2)18-9-19-16(12)20-11-5-3-4-10(17)6-11/h3-9H,1-2H3,(H,18,19,20)	GFNNBHLJANVSQV-UHFFFAOYSA-N	COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3)=C2C=C1OC	315.08	C16H14ClN3O2
HMSL10224-104	AST1306		LSM-1225	24739943	232	10224	104	None	None	InChI=1S/C24H18ClFN4O2.C7H8O3S/c1-2-23(31)29-17-6-8-21-19(11-17)24(28-14-27-21)30-18-7-9-22(20(25)12-18)32-13-15-4-3-5-16(26)10-15;1-6-2-4-7(5-3-6)11(8,9)10/h2-12,14H,1,13H2,(H,29,31)(H,27,28,30);2-5H,1H3,(H,8,9,10)	ZMUKJEHWLJBODV-UHFFFAOYSA-N	C=CC(NC1=CC2=C(N=CN=C2NC3=CC(Cl)=C(OCC4=CC(F)=CC=C4)C=C3)C=C1)=O.CC5=CC=C(S(=O)(O)=O)C=C5	620.13	C31H26ClFN4O5S
HMSL10225-101	Regorafenib	BAY 73-4506	LSM-1226	11167602	233	10225	101	None	None	InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)	FNHKPVJBJVTLMP-UHFFFAOYSA-N	O=C(C1=NC=CC(OC2=CC=C(NC(NC3=CC=C(Cl)C(C(F)(F)F)=C3)=O)C(F)=C2)=C1)NC	482.08	C21H15ClF4N4O3
HMSL10226-108	CP-690550	Tofacitinib;Tasocitinib	LSM-1227	9926791	234	10226	108	None	None	InChI=1S/C16H20N6O.C6H8O7/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16;7-3(8)1-6(13,5(11)12)2-4(9)10/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20);13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/t11-,13+;/m1./s1	SYIKUFDOYJFGBQ-YLAFAASESA-N	OC(CC(CC(O)=O)(C(O)=O)O)=O.C[C@@H]1CCN(C(CC#N)=O)C[C@@H]1N(C2=NC=NC3=C2C=CN3)C	504.20	C22H28N6O8
HMSL10227-101	EO1428		LSM-1228	9801969	235	10227	101	None	None	InChI=1S/C20H16BrClN2O/c1-12-4-2-3-5-15(12)20(25)16-8-7-14(11-17(16)22)24-19-9-6-13(21)10-18(19)23/h2-11,24H,23H2,1H3	HDCLCHNAEZNGNV-UHFFFAOYSA-N	CC1=CC=CC=C1C(=O)C1=CC=C(NC2=CC=C(Br)C=C2N)C=C1Cl	414.01	C20H16BrClN2O
HMSL10228-102	IKK16		LSM-1229	None	236	10228	102	None	None	InChI=1S/C28H29N5OS.ClH/c34-27(33-17-12-23(13-18-33)32-15-3-4-16-32)20-7-9-22(10-8-20)30-28-29-14-11-24(31-28)26-19-21-5-1-2-6-25(21)35-26;/h1-2,5-11,14,19,23H,3-4,12-13,15-18H2,(H,29,30,31);1H	XFVDIVQCZWDBCW-UHFFFAOYSA-N	O=C(N1CCC(CC1)N2CCCC2)C3=CC=C(C=C3)NC4=NC=CC(C5=CC6=CC=CC=C6S5)=N4.Cl	519.19	C28H30ClN5OS
HMSL10228-999	IKK16		LSM-1229	None	237	10228	999	None	None	InChI=1S/C28H29N5OS/c34-27(33-17-12-23(13-18-33)32-15-3-4-16-32)20-7-9-22(10-8-20)30-28-29-14-11-24(31-28)26-19-21-5-1-2-6-25(21)35-26/h1-2,5-11,14,19,23H,3-4,12-13,15-18H2,(H,29,30,31)	BWZJBXAPRCVCKQ-UHFFFAOYSA-N	O=C(N1CCC(CC1)N2CCCC2)C3=CC=C(C=C3)NC4=NC=CC(C5=CC6=CC=CC=C6S5)=N4	483.21	C28H29N5OS
HMSL10229-101	KU63794		LSM-1230	None	238	10229	101	None	None	InChI=1S/C25H31N5O4/c1-16-13-30(14-17(2)34-16)25-27-23-20(24(28-25)29-8-10-33-11-9-29)5-6-21(26-23)18-4-7-22(32-3)19(12-18)15-31/h4-7,12,16-17,31H,8-11,13-15H2,1-3H3/t16-,17-/m1/s1	RFSMUFRPPYDYRD-IAGOWNOFSA-N	C[C@](O1)([H])CN(C2=NC3=C(C(N4CCOCC4)=N2)C=CC(C5=CC(CO)=C(OC)C=C5)=N3)C[C@@]1([H])C	465.24	C25H31N5O4
HMSL10230-101	Lestaurtinib	CEP-701	LSM-1231	126565	239	10230	101	None	None	InChI=1S/C26H21N3O4/c1-25-26(32,12-30)10-18(33-25)28-16-8-4-2-6-13(16)20-21-15(11-27-24(21)31)19-14-7-3-5-9-17(14)29(25)23(19)22(20)28/h2-9,18,30,32H,10-12H2,1H3,(H,27,31)/t18-,25+,26+/m1/s1	UIARLYUEJFELEN-LROUJFHJSA-N	[H][C@]12C[C@](O)(CO)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13	439.15	C26H21N3O4
HMSL10231-101	PF-3758309		LSM-4254	25227462	240	10231	101	None	None	InChI=1S/C25H30N8OS/c1-15-26-18-11-12-35-20(18)23(27-15)29-22-17-13-33(25(2,3)21(17)30-31-22)24(34)28-19(14-32(4)5)16-9-7-6-8-10-16/h6-12,19H,13-14H2,1-5H3,(H,28,34)(H2,26,27,29,30,31)/t19-/m1/s1	AYCPARAPKDAOEN-LJQANCHMSA-N	O=C(N(C1)C(C)(C)C2=C1C(NC3=C4C(C=CS4)=NC(C)=N3)=NN2)N[C@@H](C5=CC=CC=C5)CN(C)C	490.23	C25H30N8OS
HMSL10232-101	BEZ235	NVP-BEZ235	LSM-4255	11977753	241	10232	101	None	None	InChI=1S/C30H23N5O/c1-30(2,18-31)22-9-11-23(12-10-22)35-28-24-15-19(21-14-20-6-4-5-7-25(20)32-16-21)8-13-26(24)33-17-27(28)34(3)29(35)36/h4-17H,1-3H3	JOGKUKXHTYWRGZ-UHFFFAOYSA-N	CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5	469.19	C30H23N5O
HMSL10233-101	BYL719		LSM-4256	56649450	242	10233	101	None	None	InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1	STUWGJZDJHPWGZ-LBPRGKRZSA-N	O=C(N1[C@H]([C@](N)=O)CCC1)NC2=NC(C)=C(C3=CC(C(C)(C)C(F)(F)F)=NC=C3)S2	441.14	C19H22F3N5O2S
HMSL10234-101	GDC-0980		LSM-4257	66694608	243	10234	101	None	None	InChI=1S/C23H30N8O3S/c1-14-17(13-29-3-5-31(6-4-29)22(33)15(2)32)35-19-18(14)27-20(16-11-25-23(24)26-12-16)28-21(19)30-7-9-34-10-8-30/h11-12,15,32H,3-10,13H2,1-2H3,(H2,24,25,26)	YOVVNQKCSKSHKT-UHFFFAOYSA-N	CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O	498.22	C23H30N8O3S
